id,date,season,gender,event_name,match_type,match_type_number,match_number,city,venue,team1,team2,referee,reserve_umpire,tv_umpire,umpire1,umpire2,team1players,team2players,toss_winner,toss_decision,winner,result,eliminator,wonBy,margin,method,player_of_match
64814,29-12-2002,2002/03,male,India tour of New Zealand,ODI,1927,2,Napier,"McLean Park, Napier",New Zealand,India,['RS Madugalle'],,['BF Bowden'],EAR de Silva,DB Cowie,"['SP Fleming', 'NJ Astle', 'MS Sinclair', 'CD McMillan', 'L Vincent', 'JDP Oram', 'BB McCullum', 'KD Mills', 'DL Vettori', 'DR Tuffey', 'PA Hitchcock']","['SC Ganguly', 'V Sehwag', 'VVS Laxman', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'SB Bangar', 'Harbhajan Singh', 'Z Khan', 'J Srinath', 'A Nehra']",India,field,New Zealand,,,runs,35,,['V Sehwag']
64815,01-01-2003,2002/03,male,India tour of New Zealand,ODI,1928,3,Christchurch,"Jade Stadium, Christchurch",India,New Zealand,['RS Madugalle'],,['AL Hill'],EAR de Silva,DB Cowie,"['V Sehwag', 'SC Ganguly', 'VVS Laxman', 'R Dravid', 'M Kaif', 'Yuvraj Singh', 'SB Bangar', 'AB Agarkar', 'Z Khan', 'Harbhajan Singh', 'J Srinath']","['SP Fleming', 'NJ Astle', 'MS Sinclair', 'CD McMillan', 'L Vincent', 'BB McCullum', 'JDP Oram', 'KD Mills', 'DL Vettori', 'DR Tuffey', 'PA Hitchcock']",India,bat,New Zealand,,,wickets,5,,['DR Tuffey']
64816,04-01-2003,2002/03,male,India tour of New Zealand,ODI,1929,4,Queenstown,"Davies Park, Queenstown",India,New Zealand,['RS Madugalle'],,['AL Hill'],EAR de Silva,DB Cowie,"['V Sehwag', 'R Dravid', 'D Mongia', 'M Kaif', 'SC Ganguly', 'Yuvraj Singh', 'PA Patel', 'AB Agarkar', 'Z Khan', 'J Srinath', 'A Nehra']","['SP Fleming', 'NJ Astle', 'MS Sinclair', 'CD McMillan', 'SB Styris', 'JDP Oram', 'BB McCullum', 'AR Adams', 'KD Mills', 'DL Vettori', 'DR Tuffey']",New Zealand,field,New Zealand,,,wickets,7,,['AR Adams']
64817,08-01-2003,2002/03,male,India tour of New Zealand,ODI,1930,5,Wellington,"Westpac Stadium, Wellington",New Zealand,India,['RS Madugalle'],,['DB Cowie'],BF Bowden,DJ Harper,"['SP Fleming', 'NJ Astle', 'MS Sinclair', 'CZ Harris', 'CL Cairns', 'SB Styris', 'BB McCullum', 'AR Adams', 'DL Vettori', 'DR Tuffey', 'SE Bond']","['SC Ganguly', 'V Sehwag', 'D Mongia', 'SR Tendulkar', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'A Kumble', 'Z Khan', 'J Srinath', 'A Nehra']",New Zealand,bat,India,,,wickets,2,,['Z Khan']
65634,09-01-2003,2002/03,male,VB Series,ODI,1931,6,Sydney,Sydney Cricket Ground,Sri Lanka,Australia,['CH Lloyd'],,['DB Hair'],RB Tiffin,SJA Taufel,"['MS Atapattu', 'ST Jayasuriya', 'PA de Silva', 'DPMD Jayawardene', 'RP Arnold', 'KC Sangakkara', 'WPUJC Vaas', 'HP Tillakaratne', 'CRD Fernando', 'M Muralitharan', 'PW Gunaratne']","['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'MG Bevan', 'A Symonds', 'B Lee', 'JP Maher', 'SR Watson', 'GB Hogg', 'AJ Bichel']",Australia,field,Sri Lanka,,,runs,79,,['ST Jayasuriya']
65635,11-01-2003,2002/03,male,VB Series,ODI,1932,7,Hobart,"Bellerive Oval, Hobart",Australia,England,['CH Lloyd'],,['SJ Davis'],DB Hair,DL Orchard,"['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'MG Bevan', 'JP Maher', 'SR Watson', 'GB Hogg', 'AJ Bichel', 'B Lee', 'GD McGrath']","['ME Trescothick', 'NV Knight', 'ID Blackwell', 'N Hussain', 'OA Shah', 'PD Collingwood', 'AJ Stewart', 'RC Irani', 'AR Caddick', 'JM Anderson', 'SJ Harmison']",Australia,bat,Australia,,,runs,7,,['DR Martyn']
65636,13-01-2003,2002/03,male,VB Series,ODI,1934,8,Sydney,Sydney Cricket Ground,Sri Lanka,England,['CH Lloyd'],,['SJA Taufel'],DB Hair,RB Tiffin,"['MS Atapattu', 'ST Jayasuriya', 'HP Tillakaratne', 'PA de Silva', 'KC Sangakkara', 'DPMD Jayawardene', 'RP Arnold', 'WPUJC Vaas', 'M Muralitharan', 'TCB Fernando', 'CRD Fernando']","['ME Trescothick', 'NV Knight', 'N Hussain', 'OA Shah', 'PD Collingwood', 'AJ Stewart', 'ID Blackwell', 'RC Irani', 'AR Caddick', 'JM Anderson', 'SJ Harmison']",Sri Lanka,bat,Sri Lanka,,,runs,31,,['ST Jayasuriya']
64819,14-01-2003,2002/03,male,India tour of New Zealand,ODI,1935,7,Hamilton,"Westpac Park, Hamilton",India,New Zealand,['RS Madugalle'],,['BF Bowden'],DJ Harper,DB Cowie,"['SC Ganguly', 'V Sehwag', 'SR Tendulkar', 'D Mongia', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'A Kumble', 'Z Khan', 'J Srinath', 'A Nehra']","['SP Fleming', 'MS Sinclair', 'BB McCullum', 'CL Cairns', 'SB Styris', 'L Vincent', 'CZ Harris', 'KD Mills', 'AR Adams', 'DL Vettori', 'DR Tuffey']",New Zealand,field,New Zealand,,,wickets,6,,['SP Fleming']
65637,15-01-2003,2002/03,male,VB Series,ODI,1936,9,Brisbane,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Sri Lanka,Australia,['CH Lloyd'],,['DB Hair'],DL Orchard,SJA Taufel,"['MS Atapattu', 'ST Jayasuriya', 'HP Tillakaratne', 'PA de Silva', 'DPMD Jayawardene', 'KC Sangakkara', 'RP Arnold', 'WPUJC Vaas', 'TCB Fernando', 'M Muralitharan', 'CRD Fernando']","['JP Maher', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'DS Lehmann', 'MG Bevan', 'SR Watson', 'GB Hogg', 'B Lee', 'BA Williams', 'GD McGrath']",Sri Lanka,bat,Australia,,,wickets,4,,['MG Bevan']
65638,17-01-2003,2002/03,male,VB Series,ODI,1937,10,Adelaide,Adelaide Oval,England,Sri Lanka,['CH Lloyd'],,['SJ Davis'],DJ Harper,RB Tiffin,"['ME Trescothick', 'NV Knight', 'MP Vaughan', 'N Hussain', 'AJ Stewart', 'ID Blackwell', 'PD Collingwood', 'RC Irani', 'AR Caddick', 'JM Anderson', 'SJ Harmison']","['MS Atapattu', 'ST Jayasuriya', 'HP Tillakaratne', 'PA de Silva', 'DPMD Jayawardene', 'KC Sangakkara', 'RP Arnold', 'WPUJC Vaas', 'MKGCP Lakshitha', 'TCB Fernando', 'CRD Fernando']",England,bat,England,,,runs,19,,['AR Caddick']
65639,19-01-2003,2002/03,male,VB Series,ODI,1938,11,Adelaide,Adelaide Oval,England,Australia,['CH Lloyd'],,['SJ Davis'],DJ Harper,DL Orchard,"['ME Trescothick', 'NV Knight', 'MP Vaughan', 'N Hussain', 'AJ Stewart', 'PD Collingwood', 'ID Blackwell', 'RC Irani', 'AR Caddick', 'JM Anderson', 'MJ Hoggard']","['AC Gilchrist', 'JP Maher', 'DR Martyn', 'MG Bevan', 'B Lee', 'MJ Clarke', 'A Symonds', 'SR Watson', 'GB Hogg', 'BA Williams', 'NW Bracken']",England,bat,Australia,,,wickets,4,,['NW Bracken']
65640,21-01-2003,2002/03,male,VB Series,ODI,1939,12,Melbourne,Melbourne Cricket Ground,Sri Lanka,Australia,['CH Lloyd'],,['SJA Taufel'],DJ Harper,RB Tiffin,"['MS Atapattu', 'DA Gunawardene', 'KC Sangakkara', 'PA de Silva', 'DPMD Jayawardene', 'RP Arnold', 'WPUJC Vaas', 'J Mubarak', 'HP Tillakaratne', 'MKGCP Lakshitha', 'RAP Nissanka']","['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'JP Maher', 'MG Bevan', 'A Symonds', 'SR Watson', 'GB Hogg', 'AJ Bichel', 'BA Williams', 'NW Bracken']",Sri Lanka,bat,Australia,,,wickets,9,,['RT Ponting']
65641,23-01-2003,2002/03,male,VB Series,ODI,1940,Final,Sydney,Sydney Cricket Ground,England,Australia,['CH Lloyd'],,['DB Hair'],DL Orchard,SJA Taufel,"['ME Trescothick', 'NV Knight', 'MP Vaughan', 'N Hussain', 'AJ Stewart', 'PD Collingwood', 'ID Blackwell', 'RC Irani', 'AR Caddick', 'JM Anderson', 'MJ Hoggard']","['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'MG Bevan', 'A Symonds', 'B Lee', 'GB Hogg', 'AJ Bichel', 'BA Williams', 'SK Warne']",England,bat,Australia,,,wickets,10,,['B Lee']
65642,25-01-2003,2002/03,male,VB Series,ODI,1941,Final,Melbourne,Melbourne Cricket Ground,Australia,England,['CH Lloyd'],,['SJA Taufel'],DB Hair,RB Tiffin,"['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'MG Bevan', 'A Symonds', 'GB Hogg', 'SK Warne', 'B Lee', 'AJ Bichel', 'BA Williams']","['ME Trescothick', 'NV Knight', 'RC Irani', 'MP Vaughan', 'N Hussain', 'AJ Stewart', 'PD Collingwood', 'A Flintoff', 'ID Blackwell', 'AR Caddick', 'JM Anderson']",Australia,bat,Australia,,,runs,5,,['B Lee']
65235,09-02-2003,2002/03,male,ICC World Cup,ODI,1942,1,Cape Town,"Newlands, Cape Town",West Indies,South Africa,['RS Madugalle'],,['P Willey'],DJ Harper,S Venkataraghavan,"['CH Gayle', 'WW Hinds', 'BC Lara', 'S Chanderpaul', 'CL Hooper', 'RL Powell', 'RR Sarwan', 'RD Jacobs', 'VC Drakes', 'M Dillon', 'PT Collins']","['HH Gibbs', 'G Kirsten', 'HH Dippenaar', 'JH Kallis', 'JN Rhodes', 'MV Boucher', 'SM Pollock', 'L Klusener', 'N Boje', 'M Ntini', 'AA Donald']",West Indies,bat,West Indies,,,runs,3,,['BC Lara']
65236,10-02-2003,2002/03,male,ICC World Cup,ODI,1943,2,Harare,Harare Sports Club,Zimbabwe,Namibia,['Wasim Raja'],,['DB Hair'],DL Orchard,SJA Taufel,"['CB Wishart', 'MA Vermeulen', 'A Flower', 'GW Flower', 'DD Ebrahim', 'GJ Whittall', 'T Taibu', 'HH Streak', 'BA Murphy', 'DT Hondo', 'HK Olonga']","['R Walters', 'SJ Swanepoel', 'AJ Burger', 'D Keulder', 'GB Murgatroyd', 'LJ Burger', 'DB Kotze', 'M Karg', 'G Snyman', 'JL Louw', 'BL Kotze']",Namibia,field,Zimbabwe,,,runs,86,D/L,['CB Wishart']
65237,10-02-2003,2002/03,male,ICC World Cup,ODI,1944,3,Bloemfontein,"Goodyear Park, Bloemfontein",Sri Lanka,New Zealand,['MJ Procter'],,['RB Tiffin'],NA Mallender,SA Bucknor,"['MS Atapattu', 'ST Jayasuriya', 'HP Tillakaratne', 'DPMD Jayawardene', 'PA de Silva', 'KC Sangakkara', 'RP Arnold', 'WPUJC Vaas', 'M Muralitharan', 'CRD Fernando', 'PW Gunaratne']","['SP Fleming', 'NJ Astle', 'CD McMillan', 'SB Styris', 'CL Cairns', 'L Vincent', 'CZ Harris', 'JDP Oram', 'AR Adams', 'DR Tuffey', 'SE Bond']",New Zealand,field,Sri Lanka,,,runs,47,,['ST Jayasuriya']
65238,11-02-2003,2002/03,male,ICC World Cup,ODI,1945,4,Johannesburg,"New Wanderers Stadium, Johannesburg",Australia,Pakistan,['CH Lloyd'],,['BF Bowden'],EAR de Silva,DR Shepherd,"['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'JP Maher', 'A Symonds', 'GB Hogg', 'IJ Harvey', 'B Lee', 'JN Gillespie', 'GD McGrath']","['Taufeeq Umar', 'Shahid Afridi', 'Saleem Elahi', 'Inzamam-ul-Haq', 'Mohammad Yousuf', 'Younis Khan', 'Abdul Razzaq', 'Rashid Latif', 'Wasim Akram', 'Waqar Younis', 'Shoaib Akhtar']",Pakistan,field,Australia,,,runs,82,,['A Symonds']
65239,11-02-2003,2002/03,male,ICC World Cup,ODI,1946,5,Durban,"Kingsmead, Durban",Canada,Bangladesh,['GR Viswanath'],,['AV Jayaprakash'],Aleem Dar,BG Jerling,"['I Maraj', 'JM Davison', 'DR Chumney', 'IS Billcliff', 'JV Harris', 'NA de Groot', 'AF Sattaur', 'A Bagai', 'S Thuraisingam', 'A Codrington', 'D Joseph']","['Hannan Sarkar', 'Al Sahariar', 'Habibul Bashar', 'Ehsanul Haque', 'Sanwar Hossain', 'Alok Kapali', 'Khaled Mashud', 'Mohammad Rafique', 'Tapash Baisya', 'Mashrafe Mortaza', 'Manjural Islam']",Canada,bat,Canada,,,runs,60,,['A Codrington']
65240,12-02-2003,2002/03,male,ICC World Cup,ODI,1947,6,Potchefstroom,"North West Cricket Stadium, Potchefstroom",Kenya,South Africa,['RS Madugalle'],,['NA Mallender'],KC Barbour,TH Wijewardene,"['KO Otieno', 'RD Shah', 'BJ Patel', 'SO Tikolo', 'HS Modi', 'MO Odumbe', 'TM Odoyo', 'CO Obuya', 'MA Suji', 'PJ Ongondo', 'AY Karim']","['HH Gibbs', 'G Kirsten', 'N Boje', 'HH Dippenaar', 'MV Boucher', 'JH Kallis', 'SM Pollock', 'L Klusener', 'CK Langeveldt', 'M Ntini', 'JN Rhodes']",Kenya,bat,South Africa,,,wickets,10,,['L Klusener']
65241,12-02-2003,2002/03,male,ICC World Cup,ODI,1948,7,Paarl,"Boland Bank Park, Paarl",India,Netherlands,['DT Lindsay'],,['Nadeem Ghauri'],DJ Harper,P Willey,"['SC Ganguly', 'SR Tendulkar', 'V Sehwag', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'D Mongia', 'Harbhajan Singh', 'A Kumble', 'Z Khan', 'J Srinath']","['JF Kloppenburg', 'DLS van Bunge', 'HJC Mol', 'B Zuiderent', 'TBM de Leede', 'LP van Troost', 'RH Scholte', 'RP Lefebvre', 'E Schiferli', 'J Smits', 'Adeel Raja']",India,bat,India,,,runs,68,,['TBM de Leede']
65242,13-02-2003,2002/03,male,ICC World Cup,ODI,1949,9,Gqeberha,"St George's Park, Port Elizabeth",New Zealand,West Indies,['MJ Procter'],,['S Venkataraghavan'],DB Hair,RE Koertzen,"['SP Fleming', 'DL Vettori', 'NJ Astle', 'SB Styris', 'CL Cairns', 'L Vincent', 'CZ Harris', 'BB McCullum', 'AR Adams', 'JDP Oram', 'SE Bond']","['CH Gayle', 'WW Hinds', 'BC Lara', 'S Chanderpaul', 'CL Hooper', 'RR Sarwan', 'RL Powell', 'RD Jacobs', 'VC Drakes', 'NAM McLean', 'M Dillon']",West Indies,field,New Zealand,,,runs,20,,['AR Adams']
65244,15-02-2003,2002/03,male,ICC World Cup,ODI,1951,11,Centurion,"SuperSport Park, Centurion",India,Australia,['CH Lloyd'],,['BG Jerling'],EAR de Silva,DR Shepherd,"['SC Ganguly', 'SR Tendulkar', 'V Sehwag', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'D Mongia', 'A Kumble', 'Harbhajan Singh', 'Z Khan', 'J Srinath']","['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'DS Lehmann', 'MG Bevan', 'A Symonds', 'GB Hogg', 'B Lee', 'GD McGrath', 'JN Gillespie']",India,bat,Australia,,,wickets,9,,['JN Gillespie']
65245,15-02-2003,2002/03,male,ICC World Cup,ODI,1952,12,Cape Town,"Newlands, Cape Town",Canada,Kenya,['RS Madugalle'],,['KC Barbour'],AV Jayaprakash,Nadeem Ghauri,"['I Maraj', 'JM Davison', 'DR Chumney', 'IS Billcliff', 'JV Harris', 'AF Sattaur', 'NA de Groot', 'A Bagai', 'S Thuraisingam', 'A Codrington', 'D Joseph']","['KO Otieno', 'RD Shah', 'SO Tikolo', 'HS Modi', 'MO Odumbe', 'TM Odoyo', 'PJ Ongondo', 'DO Obuya', 'CO Obuya', 'MA Suji', 'AO Suji']",Canada,bat,Kenya,,,wickets,4,,['TM Odoyo']
65246,16-02-2003,2002/03,male,ICC World Cup,ODI,1953,13,East London,"Buffalo Park, East London",Netherlands,England,['MJ Procter'],,['TH Wijewardene'],DB Hair,RE Koertzen,"['LP van Troost', 'DLS van Bunge', 'NA Statham', 'B Zuiderent', 'KJJ van Noortwijk', 'TBM de Leede', 'JF Kloppenburg', 'E Schiferli', 'RP Lefebvre', 'Adeel Raja', 'J Smits']","['ME Trescothick', 'NV Knight', 'MP Vaughan', 'A Flintoff', 'ID Blackwell', 'PD Collingwood', 'N Hussain', 'C White', 'AJ Stewart', 'AR Caddick', 'JM Anderson']",England,field,England,,,wickets,6,,['JM Anderson']
65247,16-02-2003,2002/03,male,ICC World Cup,ODI,1954,14,Kimberley,"De Beers Diamond Oval, Kimberley",Pakistan,Namibia,['DT Lindsay'],,['SJA Taufel'],DL Orchard,NA Mallender,"['Saeed Anwar', 'Saleem Elahi', 'Younis Khan', 'Inzamam-ul-Haq', 'Mohammad Yousuf', 'Rashid Latif', 'Wasim Akram', 'Abdul Razzaq', 'Waqar Younis', 'Saqlain Mushtaq', 'Shoaib Akhtar']","['R Walters', 'SJ Swanepoel', 'AJ Burger', 'D Keulder', 'GB Murgatroyd', 'LJ Burger', 'DB Kotze', 'G Snyman', 'M van Schoor', 'BL Kotze', 'RJ van Vuuren']",Pakistan,bat,Pakistan,,,runs,171,,['Wasim Akram']
65248,16-02-2003,2002/03,male,ICC World Cup,ODI,1955,15,Johannesburg,"New Wanderers Stadium, Johannesburg",South Africa,New Zealand,['Wasim Raja'],,['DJ Harper'],P Willey,SA Bucknor,"['GC Smith', 'HH Gibbs', 'N Boje', 'JH Kallis', 'MV Boucher', 'L Klusener', 'SM Pollock', 'G Kirsten', 'HH Dippenaar', 'M Ntini', 'AA Donald']","['CD McMillan', 'SP Fleming', 'NJ Astle', 'SB Styris', 'CL Cairns', 'L Vincent', 'BB McCullum', 'JDP Oram', 'AR Adams', 'DL Vettori', 'SE Bond']",South Africa,bat,New Zealand,,,wickets,9,D/L,['SP Fleming']
65249,18-02-2003,2002/03,male,ICC World Cup,ODI,1956,16,Benoni,"Willowmoore Park, Benoni",West Indies,Bangladesh,['GR Viswanath'],,['BF Bowden'],BG Jerling,RB Tiffin,"['WW Hinds', 'CH Gayle', 'BC Lara', 'S Chanderpaul', 'CL Hooper', 'RR Sarwan', 'RL Powell', 'RD Jacobs', 'VC Drakes', 'M Dillon', 'CD Collymore']","['Al Sahariar', 'Ehsanul Haque', 'Mohammad Ashraful', 'Sanwar Hossain', 'Tushar Imran', 'Alok Kapali', 'Khaled Mashud', 'Mohammad Rafique', 'Khaled Mahmud', 'Talha Jubair', 'Manjural Islam']",Bangladesh,field,,no result,,,,,
65250,19-02-2003,2002/03,male,ICC World Cup,ODI,1957,17,Harare,Harare Sports Club,India,Zimbabwe,['CH Lloyd'],,['DB Hair'],EAR de Silva,RE Koertzen,"['V Sehwag', 'SR Tendulkar', 'D Mongia', 'SC Ganguly', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'Harbhajan Singh', 'Z Khan', 'A Nehra', 'J Srinath']","['CB Wishart', 'MA Vermeulen', 'A Flower', 'GW Flower', 'DD Ebrahim', 'AM Blignaut', 'T Taibu', 'GJ Whittall', 'HH Streak', 'BA Murphy', 'DT Hondo']",Zimbabwe,field,India,,,runs,83,,['SR Tendulkar']
65251,19-02-2003,2002/03,male,ICC World Cup,ODI,1958,18,Paarl,"Boland Bank Park, Paarl",Canada,Sri Lanka,['Wasim Raja'],,['KC Barbour'],DR Shepherd,NA Mallender,"['DR Chumney', 'JM Davison', 'AF Sattaur', 'IS Billcliff', 'NA de Groot', 'JV Harris', 'I Maraj', 'A Bagai', 'S Thuraisingam', 'A Codrington', 'BB Seebaran']","['MS Atapattu', 'ST Jayasuriya', 'KC Sangakkara', 'PA de Silva', 'DPMD Jayawardene', 'HP Tillakaratne', 'RP Arnold', 'WPUJC Vaas', 'M Muralitharan', 'CRD Fernando', 'RAP Nissanka']",Sri Lanka,field,Sri Lanka,,,wickets,9,,['RAP Nissanka']
65252,19-02-2003,2002/03,male,ICC World Cup,ODI,1959,19,Gqeberha,"St George's Park, Port Elizabeth",England,Namibia,['MJ Procter'],,['Nadeem Ghauri'],SJA Taufel,S Venkataraghavan,"['ME Trescothick', 'NV Knight', 'MP Vaughan', 'AJ Stewart', 'PD Collingwood', 'A Flintoff', 'ID Blackwell', 'C White', 'RC Irani', 'AR Caddick', 'JM Anderson']","['SJ Swanepoel', 'AJ Burger', 'LJ Burger', 'D Keulder', 'GB Murgatroyd', 'G Snyman', 'DB Kotze', 'SF Burger', 'M van Schoor', 'BL Kotze', 'RJ van Vuuren']",Namibia,field,England,,,runs,55,,['AJ Burger']
65254,22-02-2003,2002/03,male,ICC World Cup,ODI,1961,22,Bloemfontein,"Goodyear Park, Bloemfontein",Bangladesh,South Africa,['CH Lloyd'],,['TH Wijewardene'],BF Bowden,S Venkataraghavan,"['Al Sahariar', 'Ehsanul Haque', 'Mohammad Ashraful', 'Sanwar Hossain', 'Alok Kapali', 'Tushar Imran', 'Khaled Mashud', 'Khaled Mahmud', 'Mohammad Rafique', 'Manjural Islam', 'Talha Jubair']","['HH Gibbs', 'G Kirsten', 'JH Kallis', 'HH Dippenaar', 'AJ Hall', 'L Klusener', 'MV Boucher', 'SM Pollock', 'RJ Peterson', 'M Ntini', 'M Zondeki']",South Africa,field,South Africa,,,wickets,10,,['M Ntini']
65255,22-02-2003,2002/03,male,ICC World Cup,ODI,1962,23,Cape Town,"Newlands, Cape Town",England,Pakistan,['MJ Procter'],,['SA Bucknor'],BG Jerling,RE Koertzen,"['ME Trescothick', 'NV Knight', 'MP Vaughan', 'N Hussain', 'AJ Stewart', 'PD Collingwood', 'A Flintoff', 'C White', 'AF Giles', 'AR Caddick', 'JM Anderson']","['Saeed Anwar', 'Shahid Afridi', 'Inzamam-ul-Haq', 'Mohammad Yousuf', 'Younis Khan', 'Abdul Razzaq', 'Rashid Latif', 'Wasim Akram', 'Saqlain Mushtaq', 'Waqar Younis', 'Shoaib Akhtar']",England,bat,England,,,runs,112,,['JM Anderson']
65256,23-02-2003,2002/03,male,ICC World Cup,ODI,1963,24,Centurion,"SuperSport Park, Centurion",Canada,West Indies,['RS Madugalle'],,['Nadeem Ghauri'],EAR de Silva,DB Hair,"['I Maraj', 'JM Davison', 'DR Chumney', 'IS Billcliff', 'N Ifill', 'JV Harris', 'NA de Groot', 'A Bagai', 'A Codrington', 'BB Seebaran', 'D Joseph']","['CH Gayle', 'WW Hinds', 'BC Lara', 'RR Sarwan', 'CL Hooper', 'S Chanderpaul', 'RL Powell', 'RD Jacobs', 'VC Drakes', 'M Dillon', 'PT Collins']",West Indies,field,West Indies,,,wickets,7,,['JM Davison']
65257,23-02-2003,2002/03,male,ICC World Cup,ODI,1964,25,Pietermaritzburg,"City Oval, Pietermaritzburg",India,Namibia,['Wasim Raja'],,['KC Barbour'],Aleem Dar,DR Shepherd,"['V Sehwag', 'SR Tendulkar', 'SC Ganguly', 'Yuvraj Singh', 'R Dravid', 'D Mongia', 'M Kaif', 'Harbhajan Singh', 'Z Khan', 'A Nehra', 'J Srinath']","['SJ Swanepoel', 'AJ Burger', 'LJ Burger', 'D Keulder', 'GB Murgatroyd', 'DB Kotze', 'M van Schoor', 'BO van Rooi', 'BL Kotze', 'G Snyman', 'RJ van Vuuren']",Namibia,field,India,,,runs,181,,['SR Tendulkar']
65258,24-02-2003,2002/03,male,ICC World Cup,ODI,1965,26,Nairobi,"Gymkhana Club Ground, Nairobi",Kenya,Sri Lanka,['DT Lindsay'],,['AV Jayaprakash'],DJ Harper,RB Tiffin,"['KO Otieno', 'RD Shah', 'BJ Patel', 'SO Tikolo', 'HS Modi', 'MO Odumbe', 'TM Odoyo', 'CO Obuya', 'AO Suji', 'PJ Ongondo', 'MA Suji']","['MS Atapattu', 'ST Jayasuriya', 'HP Tillakaratne', 'PA de Silva', 'DPMD Jayawardene', 'KC Sangakkara', 'RP Arnold', 'WPUJC Vaas', 'RAP Nissanka', 'M Muralitharan', 'CRD Fernando']",Sri Lanka,field,Kenya,,,runs,53,,['CO Obuya']
65259,24-02-2003,2002/03,male,ICC World Cup,ODI,1966,27,Bulawayo,"Queens Sports Club, Bulawayo",Zimbabwe,Australia,['GR Viswanath'],,['BG Jerling'],BF Bowden,DL Orchard,"['CB Wishart', 'GJ Whittall', 'A Flower', 'GW Flower', 'DD Ebrahim', 'T Taibu', 'DA Marillier', 'AM Blignaut', 'HH Streak', 'BA Murphy', 'DT Hondo']","['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'DS Lehmann', 'A Symonds', 'MG Bevan', 'GB Hogg', 'B Lee', 'JN Gillespie', 'GD McGrath']",Zimbabwe,bat,Australia,,,wickets,7,,['AM Blignaut']
65260,25-02-2003,2002/03,male,ICC World Cup,ODI,1967,28,Paarl,"Boland Bank Park, Paarl",Pakistan,Netherlands,['CH Lloyd'],,['TH Wijewardene'],S Venkataraghavan,SA Bucknor,"['Taufeeq Umar', 'Saeed Anwar', 'Abdul Razzaq', 'Inzamam-ul-Haq', 'Mohammad Yousuf', 'Saleem Elahi', 'Rashid Latif', 'Wasim Akram', 'Shoaib Akhtar', 'Waqar Younis', 'Saqlain Mushtaq']","['NA Statham', 'E Schiferli', 'B Zuiderent', 'KJJ van Noortwijk', 'TBM de Leede', 'DLS van Bunge', 'LP van Troost', 'HJC Mol', 'JJ Esmeijer', 'RP Lefebvre', 'J Smits']",Netherlands,field,Pakistan,,,runs,97,,['Mohammad Yousuf']
65261,26-02-2003,2002/03,male,ICC World Cup,ODI,1968,29,Kimberley,"De Beers Diamond Oval, Kimberley",Bangladesh,New Zealand,['MJ Procter'],,['BG Jerling'],DB Hair,DR Shepherd,"['Hannan Sarkar', 'Mohammad Ashraful', 'Sanwar Hossain', 'Habibul Bashar', 'Alok Kapali', 'Akram Khan', 'Khaled Mashud', 'Khaled Mahmud', 'Mohammad Rafique', 'Manjural Islam', 'Tapash Baisya']","['CD McMillan', 'SP Fleming', 'AR Adams', 'SB Styris', 'CL Cairns', 'MS Sinclair', 'BB McCullum', 'JDP Oram', 'KD Mills', 'DL Vettori', 'SE Bond']",Bangladesh,bat,New Zealand,,,wickets,7,,['CD McMillan']
65262,26-02-2003,2002/03,male,ICC World Cup,ODI,1969,30,Durban,"Kingsmead, Durban",India,England,['RS Madugalle'],,['EAR de Silva'],RE Koertzen,SJA Taufel,"['V Sehwag', 'SR Tendulkar', 'SC Ganguly', 'D Mongia', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'Harbhajan Singh', 'Z Khan', 'J Srinath', 'A Nehra']","['ME Trescothick', 'NV Knight', 'MP Vaughan', 'N Hussain', 'AJ Stewart', 'PD Collingwood', 'A Flintoff', 'C White', 'RC Irani', 'AR Caddick', 'JM Anderson']",India,bat,India,,,runs,82,,['A Nehra']
65263,27-02-2003,2002/03,male,ICC World Cup,ODI,1970,31,Potchefstroom,"North West Cricket Stadium, Potchefstroom",Australia,Namibia,['GR Viswanath'],,['NA Mallender'],BF Bowden,RB Tiffin,"['AC Gilchrist', 'ML Hayden', 'MG Bevan', 'A Symonds', 'RT Ponting', 'DR Martyn', 'DS Lehmann', 'GB Hogg', 'B Lee', 'AJ Bichel', 'GD McGrath']","['AJ Burger', 'SJ Swanepoel', 'M Karg', 'D Keulder', 'GB Murgatroyd', 'DB Kotze', 'LJ Burger', 'M van Schoor', 'BL Kotze', 'BO van Rooi', 'RJ van Vuuren']",Australia,bat,Australia,,,runs,256,,['GD McGrath']
