id,date,season,gender,event_name,match_type,match_type_number,match_number,city,venue,team1,team2,referee,reserve_umpire,tv_umpire,umpire1,umpire2,team1players,team2players,toss_winner,toss_decision,winner,result,eliminator,wonBy,margin,method,player_of_match
64837,21-09-2003,2003,male,Bangladesh tour of Pakistan,ODI,2045,5,Karachi,"National Stadium, Karachi",Pakistan,Bangladesh,['MJ Procter'],,['Aleem Dar'],Nadeem Ghauri,RB Tiffin,"['Mohammad Hafeez', 'Yasir Hameed', 'Mohammad Yousuf', 'Inzamam-ul-Haq', 'Younis Khan', 'Shoaib Malik', 'Abdul Razzaq', 'Kamran Akmal', 'Shabbir Ahmed', 'Mohammad Sami', 'Umar Gul']","['Hannan Sarkar', 'Habibul Bashar', 'Rajin Saleh', 'Alok Kapali', 'Tushar Imran', 'Mushfiqur Rahman', 'Khaled Mahmud', 'Khaled Mashud', 'Mashrafe Mortaza', 'Mohammad Rafique', 'Tapash Baisya']",Pakistan,bat,Pakistan,,,runs,58,,['Yasir Hameed']
64838,03-10-2003,2003/04,male,South Africa tour of Pakistan,ODI,2046,1,Lahore,"Gaddafi Stadium, Lahore",Pakistan,South Africa,['CH Lloyd'],,['Nadeem Ghauri'],Aleem Dar,DB Hair,"['Mohammad Hafeez', 'Yasir Hameed', 'Mohammad Yousuf', 'Younis Khan', 'Inzamam-ul-Haq', 'Shoaib Malik', 'Abdul Razzaq', 'Rashid Latif', 'Shoaib Akhtar', 'Mohammad Sami', 'Mushtaq Ahmed']","['GC Smith', 'HH Dippenaar', 'JH Kallis', 'ND McKenzie', 'MV Boucher', 'SM Pollock', 'JA Rudolph', 'AJ Hall', 'RJ Peterson', 'AC Dawson', 'M Ntini']",Pakistan,bat,Pakistan,,,runs,8,,['Shoaib Malik']
64839,05-10-2003,2003/04,male,South Africa tour of Pakistan,ODI,2047,2,Lahore,"Gaddafi Stadium, Lahore",Pakistan,South Africa,['CH Lloyd'],,['Asad Rauf'],DB Hair,Nadeem Ghauri,"['Mohammad Hafeez', 'Yasir Hameed', 'Mohammad Yousuf', 'Inzamam-ul-Haq', 'Younis Khan', 'Shoaib Malik', 'Rashid Latif', 'Abdul Razzaq', 'Shoaib Akhtar', 'Mohammad Sami', 'Umar Gul']","['GC Smith', 'HH Dippenaar', 'JH Kallis', 'ND McKenzie', 'MV Boucher', 'JA Rudolph', 'SM Pollock', 'AJ Hall', 'RJ Peterson', 'AC Dawson', 'M Ntini']",South Africa,field,Pakistan,,,runs,42,,['Mohammad Sami']
64840,07-10-2003,2003/04,male,South Africa tour of Pakistan,ODI,2048,3,Faisalabad,"Iqbal Stadium, Faisalabad",Pakistan,South Africa,['CH Lloyd'],,['Aleem Dar'],DB Hair,Nadeem Ghauri,"['Mohammad Hafeez', 'Yasir Hameed', 'Mohammad Yousuf', 'Younis Khan', 'Faisal Iqbal', 'Shoaib Malik', 'Abdul Razzaq', 'Rashid Latif', 'Shoaib Akhtar', 'Saqlain Mushtaq', 'Umar Gul']","['GC Smith', 'HH Gibbs', 'JH Kallis', 'JA Rudolph', 'HH Dippenaar', 'MV Boucher', 'SM Pollock', 'AJ Hall', 'RJ Peterson', 'A Nel', 'M Ntini']",Pakistan,bat,South Africa,,,runs,13,D/L,['JH Kallis']
64841,10-10-2003,2003/04,male,South Africa tour of Pakistan,ODI,2049,4,Rawalpindi,Rawalpindi Cricket Stadium,Pakistan,South Africa,['CH Lloyd'],,['Asad Rauf'],Aleem Dar,DB Hair,"['Mohammad Hafeez', 'Yasir Hameed', 'Faisal Iqbal', 'Mohammad Yousuf', 'Younis Khan', 'Naved Latif', 'Shoaib Malik', 'Rashid Latif', 'Shoaib Akhtar', 'Mohammad Sami', 'Shabbir Ahmed']","['GC Smith', 'HH Gibbs', 'JH Kallis', 'JA Rudolph', 'HH Dippenaar', 'MV Boucher', 'SM Pollock', 'AJ Hall', 'RJ Peterson', 'A Nel', 'M Ntini']",Pakistan,bat,South Africa,,,wickets,6,,['A Nel']
64842,12-10-2003,2003/04,male,South Africa tour of Pakistan,ODI,2050,5,Rawalpindi,Rawalpindi Cricket Stadium,Pakistan,South Africa,['CH Lloyd'],,['Asad Rauf'],Aleem Dar,DB Hair,"['Yasir Hameed', 'Mohammad Hafeez', 'Mohammad Yousuf', 'Younis Khan', 'Inzamam-ul-Haq', 'Shoaib Malik', 'Abdul Razzaq', 'Rashid Latif', 'Mohammad Sami', 'Shoaib Akhtar', 'Danish Kaneria']","['HH Dippenaar', 'HH Gibbs', 'JH Kallis', 'JA Rudolph', 'ND McKenzie', 'MV Boucher', 'SM Pollock', 'AC Dawson', 'RJ Peterson', 'A Nel', 'M Ntini']",Pakistan,bat,South Africa,,,wickets,7,,['HH Dippenaar']
66364,23-10-2003,2003/04,male,TVS Cup (India),ODI,2051,1,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",India,New Zealand,['RS Madugalle'],,['I Shivram'],AV Jayaprakash,DR Shepherd,"['V Sehwag', 'SR Tendulkar', 'VVS Laxman', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'A Kumble', 'PA Patel', 'Harbhajan Singh', 'AB Agarkar', 'Z Khan']","['SP Fleming', 'BB McCullum', 'L Vincent', 'SB Styris', 'CD McMillan', 'CL Cairns', 'CZ Harris', 'JDP Oram', 'DL Vettori', 'DR Tuffey', 'PA Hitchcock']",India,bat,,no result,,,,,
66365,26-10-2003,2003/04,male,TVS Cup (India),ODI,2052,2,Gwalior,"Captain Roop Singh Stadium, Gwalior",India,Australia,['RS Madugalle'],,['AV Jayaprakash'],K Hariharan,NA Mallender,"['V Sehwag', 'SR Tendulkar', 'VVS Laxman', 'Yuvraj Singh', 'AB Agarkar', 'M Kaif', 'PA Patel', 'R Dravid', 'Harbhajan Singh', 'A Kumble', 'Z Khan']","['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'A Symonds', 'MG Bevan', 'IJ Harvey', 'GB Hogg', 'AJ Bichel', 'BA Williams', 'NW Bracken']",India,bat,India,,,runs,37,,['SR Tendulkar']
66366,29-10-2003,2003/04,male,TVS Cup (India),ODI,2053,3,Faridabad,"Nahar Singh Stadium, Faridabad",New Zealand,Australia,['RS Madugalle'],,['I Shivram'],DR Shepherd,S Venkataraghavan,"['CJ Nevin', 'SP Fleming', 'L Vincent', 'SB Styris', 'CD McMillan', 'JDP Oram', 'CZ Harris', 'BB McCullum', 'DL Vettori', 'PA Hitchcock', 'DR Tuffey']","['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'A Symonds', 'MG Bevan', 'BA Williams', 'IJ Harvey', 'GB Hogg', 'AJ Bichel', 'NW Bracken']",New Zealand,bat,Australia,,,wickets,8,,['BA Williams']
66367,01-11-2003,2003/04,male,TVS Cup (India),ODI,2054,4,Mumbai,"Wankhede Stadium, Mumbai",Australia,India,['RS Madugalle'],,['K Hariharan'],AV Jayaprakash,NA Mallender,"['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'A Symonds', 'MG Bevan', 'MJ Clarke', 'AJ Bichel', 'GB Hogg', 'NW Bracken', 'BA Williams']","['V Sehwag', 'SR Tendulkar', 'VVS Laxman', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'AB Agarkar', 'PA Patel', 'Harbhajan Singh', 'A Kumble', 'Z Khan']",Australia,bat,Australia,,,runs,77,,['DR Martyn']
66368,03-11-2003,2003/04,male,TVS Cup (India),ODI,2055,5,Pune,"Nehru Stadium, Poona",New Zealand,Australia,['RS Madugalle'],,['AV Jayaprakash'],DR Shepherd,K Hariharan,"['CJ Nevin', 'SP Fleming', 'L Vincent', 'SB Styris', 'CD McMillan', 'CL Cairns', 'JDP Oram', 'CZ Harris', 'BB McCullum', 'DL Vettori', 'DR Tuffey']","['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'MJ Clarke', 'MG Bevan', 'A Symonds', 'IJ Harvey', 'AJ Bichel', 'BA Williams', 'NW Bracken']",Australia,field,Australia,,,wickets,2,,['BA Williams']
66369,06-11-2003,2003/04,male,TVS Cup (India),ODI,2056,6,Cuttack,"Barabati Stadium, Cuttack",India,New Zealand,['RS Madugalle'],,['I Shivram'],AV Jayaprakash,NA Mallender,"['VVS Laxman', 'SR Tendulkar', 'M Kaif', 'R Dravid', 'Yuvraj Singh', 'HK Badani', 'SV Bahutule', 'AB Agarkar', 'Harbhajan Singh', 'Z Khan', 'M Kartik']","['CJ Nevin', 'SP Fleming', 'CZ Harris', 'L Vincent', 'SB Styris', 'CD McMillan', 'JDP Oram', 'BB McCullum', 'DL Vettori', 'DR Tuffey', 'KD Mills']",India,bat,New Zealand,,,wickets,4,,['SB Styris']
64843,07-11-2003,2003/04,male,England tour of Bangladesh,ODI,2057,1,Chattogram,"MA Aziz Stadium, Chittagong",Bangladesh,England,['Wasim Raja'],,['AFM Akhtaruddin'],Aleem Dar,Mahbubur Rahman,"['Hannan Sarkar', 'Nafees Iqbal', 'Habibul Bashar', 'Rajin Saleh', 'Alok Kapali', 'Khaled Mahmud', 'Mushfiqur Rahman', 'Manjural Islam Rana', 'Khaled Mashud', 'Jamaluddin Ahmed', 'Tapash Baisya']","['ME Trescothick', 'VS Solanki', 'MP Vaughan', 'PD Collingwood', 'A Flintoff', 'R Clarke', 'ID Blackwell', 'CMW Read', 'AF Giles', 'RL Johnson', 'JM Anderson']",Bangladesh,bat,England,,,wickets,7,,['A Flintoff']
64844,10-11-2003,2003/04,male,England tour of Bangladesh,ODI,2059,2,Dhaka,"Bangabandhu National Stadium, Dhaka",Bangladesh,England,['Wasim Raja'],,['Mahbubur Rahman'],AFM Akhtaruddin,Aleem Dar,"['Hannan Sarkar', 'Nafees Iqbal', 'Moniruzzaman', 'Rajin Saleh', 'Alok Kapali', 'Mushfiqur Rahman', 'Khaled Mahmud', 'Khaled Mashud', 'Manjural Islam Rana', 'Mohammad Rafique', 'Tapash Baisya']","['ME Trescothick', 'VS Solanki', 'MP Vaughan', 'PD Collingwood', 'A Flintoff', 'R Clarke', 'ID Blackwell', 'CMW Read', 'AF Giles', 'RL Johnson', 'JM Anderson']",Bangladesh,bat,England,,,wickets,7,,['A Flintoff']
64845,12-11-2003,2003/04,male,England tour of Bangladesh,ODI,2060,3,Dhaka,"Bangabandhu National Stadium, Dhaka",Bangladesh,England,['Wasim Raja'],,['AFM Akhtaruddin'],Aleem Dar,Mahbubur Rahman,"['Hannan Sarkar', 'Moniruzzaman', 'Habibul Bashar', 'Rajin Saleh', 'Mushfiqur Rahman', 'Alok Kapali', 'Khaled Mahmud', 'Khaled Mashud', 'Manjural Islam Rana', 'Mohammad Rafique', 'Tapash Baisya']","['ME Trescothick', 'VS Solanki', 'MP Vaughan', 'PD Collingwood', 'A Flintoff', 'R Clarke', 'ID Blackwell', 'CMW Read', 'GJ Batty', 'RJ Kirtley', 'JM Anderson']",Bangladesh,bat,England,,,wickets,7,,['A Flintoff']
66372,15-11-2003,2003/04,male,TVS Cup (India),ODI,2062,9,Hyderabad,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",India,New Zealand,['RS Madugalle'],,['I Shivram'],DR Shepherd,K Hariharan,"['V Sehwag', 'SR Tendulkar', 'SC Ganguly', 'Yuvraj Singh', 'R Dravid', 'VVS Laxman', 'M Kaif', 'AB Agarkar', 'A Kumble', 'M Kartik', 'Z Khan']","['CJ Nevin', 'L Vincent', 'CZ Harris', 'SB Styris', 'CD McMillan', 'CL Cairns', 'JDP Oram', 'BB McCullum', 'DL Vettori', 'KD Mills', 'DR Tuffey']",India,bat,India,,,runs,145,,['V Sehwag']
64846,18-11-2003,2003/04,male,England tour of Sri Lanka,ODI,2063,1,Dambulla,Rangiri Dambulla International Stadium,England,Sri Lanka,['CH Lloyd'],,['MG Silva'],DJ Harper,TH Wijewardene,"['ME Trescothick', 'AJ Strauss', 'MP Vaughan', 'PD Collingwood', 'A Flintoff', 'R Clarke', 'ID Blackwell', 'CMW Read', 'AF Giles', 'RL Johnson', 'JM Anderson']","['ST Jayasuriya', 'RS Kaluwitharana', 'MS Atapattu', 'KC Sangakkara', 'DPMD Jayawardene', 'TM Dilshan', 'UDU Chandana', 'WPUJC Vaas', 'KADM Fernando', 'M Muralitharan', 'KMDN Kulasekara']",England,bat,Sri Lanka,,,wickets,10,,['WPUJC Vaas']
64848,23-11-2003,2003/04,male,West Indies tour of Zimbabwe,ODI,2066,2,Bulawayo,"Queens Sports Club, Bulawayo",West Indies,Zimbabwe,['GR Viswanath'],,['KC Barbour'],ID Robinson,RE Koertzen,"['WW Hinds', 'CH Gayle', 'BC Lara', 'RR Sarwan', 'S Chanderpaul', 'MN Samuels', 'RL Powell', 'CS Baugh', 'VC Drakes', 'R Rampaul', 'CD Collymore']","['V Sibanda', 'TR Gripper', 'MA Vermeulen', 'CB Wishart', 'S Matsikenyeri', 'HH Streak', 'T Taibu', 'SM Ervine', 'AM Blignaut', 'GB Brent', 'RW Price']",West Indies,bat,Zimbabwe,,,wickets,6,,['MA Vermeulen']
64849,26-11-2003,2003/04,male,West Indies tour of Zimbabwe,ODI,2067,3,Harare,Harare Sports Club,Zimbabwe,West Indies,['GR Viswanath'],,['ID Robinson'],EAR de Silva,KC Barbour,"['V Sibanda', 'TR Gripper', 'MA Vermeulen', 'CB Wishart', 'S Matsikenyeri', 'HH Streak', 'T Taibu', 'SM Ervine', 'AM Blignaut', 'GB Brent', 'RW Price']","['WW Hinds', 'CH Gayle', 'RR Sarwan', 'BC Lara', 'S Chanderpaul', 'MN Samuels', 'RL Powell', 'RD Jacobs', 'VC Drakes', 'M Dillon', 'CD Collymore']",West Indies,field,Zimbabwe,,,runs,21,,['HH Streak']
64850,29-11-2003,2003/04,male,New Zealand tour of Pakistan,ODI,2068,1,Lahore,"Gaddafi Stadium, Lahore",New Zealand,Pakistan,['DT Lindsay'],,['Aleem Dar'],DL Orchard,Nadeem Ghauri,"['CD Cumming', 'RA Jones', 'MS Sinclair', 'HJH Marshall', 'CL Cairns', 'JDP Oram', 'BB McCullum', 'DL Vettori', 'MDJ Walker', 'KP Walmsley', 'MJ Mason']","['Yasir Hameed', 'Imran Farhat', 'Mohammad Yousuf', 'Inzamam-ul-Haq', 'Moin Khan', 'Shoaib Malik', 'Misbah-ul-Haq', 'Abdul Razzaq', 'Mohammad Sami', 'Danish Kaneria', 'Shabbir Ahmed']",New Zealand,bat,Pakistan,,,wickets,3,,['Abdul Razzaq']
64851,29-11-2003,2003/04,male,West Indies tour of Zimbabwe,ODI,2069,4,Harare,Harare Sports Club,West Indies,Zimbabwe,['GR Viswanath'],,['KC Barbour'],EAR de Silva,ID Robinson,"['WW Hinds', 'CH Gayle', 'BC Lara', 'RR Sarwan', 'S Chanderpaul', 'RL Powell', 'RD Jacobs', 'M Dillon', 'CD Collymore', 'FH Edwards', 'R Rampaul']","['V Sibanda', 'BG Rogers', 'MA Vermeulen', 'CB Wishart', 'S Matsikenyeri', 'HH Streak', 'T Taibu', 'SM Ervine', 'AM Blignaut', 'GB Brent', 'RW Price']",Zimbabwe,field,West Indies,,,runs,72,D/L,['FH Edwards']
64852,30-11-2003,2003/04,male,West Indies tour of Zimbabwe,ODI,2070,5,Harare,Harare Sports Club,Zimbabwe,West Indies,['GR Viswanath'],,['ID Robinson'],EAR de Silva,KC Barbour,"['V Sibanda', 'BG Rogers', 'MA Vermeulen', 'CB Wishart', 'A Maregwede', 'HH Streak', 'T Taibu', 'SM Ervine', 'AM Blignaut', 'GB Brent', 'RW Price']","['WW Hinds', 'CH Gayle', 'BC Lara', 'RL Powell', 'S Chanderpaul', 'RR Sarwan', 'RD Jacobs', 'M Dillon', 'CD Collymore', 'FH Edwards', 'R Rampaul']",Zimbabwe,bat,West Indies,,,wickets,8,,['CH Gayle']
64853,01-12-2003,2003/04,male,New Zealand tour of Pakistan,ODI,2071,2,Lahore,"Gaddafi Stadium, Lahore",Pakistan,New Zealand,['DT Lindsay'],,['Aleem Dar'],DL Orchard,Nadeem Ghauri,"['Yasir Hameed', 'Imran Farhat', 'Saleem Elahi', 'Mohammad Yousuf', 'Misbah-ul-Haq', 'Shoaib Malik', 'Abdul Razzaq', 'Moin Khan', 'Mohammad Sami', 'Danish Kaneria', 'Shabbir Ahmed']","['CD Cumming', 'RA Jones', 'MS Sinclair', 'HJH Marshall', 'CL Cairns', 'JDP Oram', 'BB McCullum', 'TK Canning', 'DL Vettori', 'PA Hitchcock', 'DR Tuffey']",Pakistan,bat,Pakistan,,,runs,124,,['Mohammad Sami']
64855,05-12-2003,2003/04,male,New Zealand tour of Pakistan,ODI,2073,4,Rawalpindi,Rawalpindi Cricket Stadium,New Zealand,Pakistan,['DT Lindsay'],,['Nadeem Ghauri'],Aleem Dar,DL Orchard,"['CD Cumming', 'RA Jones', 'MS Sinclair', 'HJH Marshall', 'CZ Harris', 'CL Cairns', 'BB McCullum', 'TK Canning', 'PA Hitchcock', 'DR Tuffey', 'MJ Mason']","['Yasir Hameed', 'Imran Farhat', 'Azhar Mahmood', 'Saleem Elahi', 'Shoaib Malik', 'Abdul Razzaq', 'Moin Khan', 'Mohammad Yousuf', 'Inzamam-ul-Haq', 'Umar Gul', 'Shoaib Akhtar']",New Zealand,bat,Pakistan,,,wickets,7,,['Imran Farhat']
64857,03-01-2004,2003/04,male,Pakistan tour of New Zealand,ODI,2075,1,Auckland,Eden Park,Pakistan,New Zealand,['BC Broad'],,['AL Hill'],EAR de Silva,DB Cowie,"['Yasir Hameed', 'Imran Farhat', 'Saleem Elahi', 'Mohammad Yousuf', 'Shoaib Malik', 'Inzamam-ul-Haq', 'Moin Khan', 'Abdul Razzaq', 'Azhar Mahmood', 'Mohammad Sami', 'Shabbir Ahmed']","['CD Cumming', 'SP Fleming', 'HJH Marshall', 'SB Styris', 'CD McMillan', 'CL Cairns', 'JDP Oram', 'BB McCullum', 'AR Adams', 'DL Vettori', 'DR Tuffey']",New Zealand,field,New Zealand,,,wickets,4,,['SB Styris']
65643,09-01-2004,2003/04,male,VB Series,ODI,2077,1,Melbourne,Melbourne Cricket Ground,Australia,India,['CH Lloyd'],,['RL Parry'],SJA Taufel,SA Bucknor,"['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'A Symonds', 'MJ Clarke', 'MG Bevan', 'IJ Harvey', 'AJ Bichel', 'JN Gillespie', 'BA Williams']","['V Sehwag', 'SR Tendulkar', 'SC Ganguly', 'VVS Laxman', 'R Dravid', 'Yuvraj Singh', 'SB Bangar', 'AB Agarkar', 'IK Pathan', 'A Kumble', 'L Balaji']",Australia,bat,Australia,,,runs,18,,['A Symonds']
65644,11-01-2004,2003/04,male,VB Series,ODI,2079,2,Sydney,Sydney Cricket Ground,Australia,Zimbabwe,['CH Lloyd'],,['RL Parry'],RE Koertzen,SJA Taufel,"['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'A Symonds', 'MG Bevan', 'MJ Clarke', 'IJ Harvey', 'AJ Bichel', 'JN Gillespie', 'BA Williams']","['V Sibanda', 'SV Carlisle', 'MA Vermeulen', 'GW Flower', 'S Matsikenyeri', 'T Taibu', 'HH Streak', 'SM Ervine', 'AM Blignaut', 'RW Price', 'DT Hondo']",Australia,bat,Australia,,,runs,99,,['BA Williams']
65645,14-01-2004,2003/04,male,VB Series,ODI,2080,3,Hobart,Bellerive Oval,Zimbabwe,India,['CH Lloyd'],,['SJ Davis'],PD Parker,SA Bucknor,"['V Sibanda', 'SV Carlisle', 'S Matsikenyeri', 'MA Vermeulen', 'GW Flower', 'T Taibu', 'HH Streak', 'SM Ervine', 'AM Blignaut', 'RW Price', 'DT Hondo']","['V Sehwag', 'SR Tendulkar', 'HK Badani', 'VVS Laxman', 'SC Ganguly', 'Yuvraj Singh', 'R Dravid', 'AB Agarkar', 'IK Pathan', 'L Balaji', 'A Kumble']",Zimbabwe,bat,India,,,wickets,7,,['V Sehwag']
65646,16-01-2004,2003/04,male,VB Series,ODI,2082,4,Hobart,Bellerive Oval,Australia,Zimbabwe,['CH Lloyd'],,['PD Parker'],RE Koertzen,SJ Davis,"['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'A Symonds', 'MG Bevan', 'MJ Clarke', 'AJ Bichel', 'GB Hogg', 'B Lee', 'BA Williams']","['DD Ebrahim', 'V Sibanda', 'MA Vermeulen', 'GW Flower', 'SM Ervine', 'HH Streak', 'T Taibu', 'S Matsikenyeri', 'AM Blignaut', 'RW Price', 'DT Hondo']",Australia,bat,Australia,,,runs,148,,['AC Gilchrist']
65647,18-01-2004,2003/04,male,VB Series,ODI,2084,5,Brisbane,Brisbane Cricket Ground,India,Australia,['CH Lloyd'],,['SJ Davis'],PD Parker,SA Bucknor,"['SC Ganguly', 'SR Tendulkar', 'VVS Laxman', 'R Dravid', 'Yuvraj Singh', 'RS Gavaskar', 'HK Badani', 'IK Pathan', 'A Kumble', 'L Balaji', 'A Nehra']","['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'A Symonds', 'MJ Clarke', 'MG Bevan', 'IJ Harvey', 'B Lee', 'JN Gillespie', 'BA Williams']",India,bat,India,,,runs,19,,['VVS Laxman']
65648,20-01-2004,2003/04,male,VB Series,ODI,2085,6,Brisbane,Brisbane Cricket Ground,India,Zimbabwe,['CH Lloyd'],,['PD Parker'],RE Koertzen,SJ Davis,"['PA Patel', 'SC Ganguly', 'VVS Laxman', 'R Dravid', 'Yuvraj Singh', 'RS Gavaskar', 'HK Badani', 'IK Pathan', 'A Nehra', 'A Kumble', 'L Balaji']","['GW Flower', 'MA Vermeulen', 'TJ Friend', 'SV Carlisle', 'AM Blignaut', 'HH Streak', 'T Taibu', 'SM Ervine', 'DD Ebrahim', 'RW Price', 'DT Hondo']",India,bat,India,,,runs,24,,['Yuvraj Singh']
65649,22-01-2004,2003/04,male,VB Series,ODI,2086,7,Sydney,Sydney Cricket Ground,India,Australia,['CH Lloyd'],,['SJA Taufel'],DJ Harper,SA Bucknor,"['SC Ganguly', 'PA Patel', 'VVS Laxman', 'R Dravid', 'Yuvraj Singh', 'RS Gavaskar', 'HK Badani', 'AB Agarkar', 'M Kartik', 'IK Pathan', 'L Balaji']","['AC Gilchrist', 'SM Katich', 'RT Ponting', 'DR Martyn', 'A Symonds', 'MG Bevan', 'MJ Clarke', 'IJ Harvey', 'AJ Bichel', 'B Lee', 'JN Gillespie']",India,bat,Australia,,,wickets,2,D/L,['Yuvraj Singh']
64862,25-01-2004,2003/04,male,West Indies tour of South Africa,ODI,2088,1,Cape Town,Newlands,South Africa,West Indies,['RS Madugalle'],,['BG Jerling'],DB Hair,IL Howell,"['GC Smith', 'HH Gibbs', 'RJ Peterson', 'JH Kallis', 'HH Dippenaar', 'JA Rudolph', 'SM Pollock', 'L Klusener', 'MV Boucher', 'A Nel', 'M Ntini']","['CH Gayle', 'S Chanderpaul', 'BC Lara', 'RR Sarwan', 'RL Powell', 'DR Smith', 'RD Jacobs', 'RO Hurley', 'VC Drakes', 'M Dillon', 'CD Collymore']",South Africa,bat,South Africa,,,runs,209,,['JH Kallis']
65652,29-01-2004,2003/04,male,VB Series,ODI,2091,10,Melbourne,Melbourne Cricket Ground,Australia,Zimbabwe,['CH Lloyd'],,['RL Parry'],PD Parker,RE Koertzen,"['ML Hayden', 'DR Martyn', 'RT Ponting', 'MJ Clarke', 'IJ Harvey', 'MG Bevan', 'BJ Haddin', 'GB Hogg', 'AJ Bichel', 'B Lee', 'BA Williams']","['GW Flower', 'T Taibu', 'SM Ervine', 'HH Streak', 'DT Hondo', 'DD Ebrahim', 'NB Mahwire', 'SV Carlisle', 'V Sibanda', 'RW Price', 'AM Blignaut']",Zimbabwe,field,,no result,,,,,
64864,30-01-2004,2003/04,male,West Indies tour of South Africa,ODI,2092,3,Durban,Kingsmead,West Indies,South Africa,['RS Madugalle'],,['BG Jerling'],DB Hair,IL Howell,"['CH Gayle', 'S Chanderpaul', 'RL Powell', 'RR Sarwan', 'BC Lara', 'DR Smith', 'RD Jacobs', 'RO Hurley', 'M Dillon', 'R Rampaul', 'CD Collymore']","['GC Smith', 'HH Gibbs', 'JH Kallis', 'RJ Peterson', 'HH Dippenaar', 'JA Rudolph', 'SM Pollock', 'L Klusener', 'MV Boucher', 'A Nel', 'M Ntini']",West Indies,bat,,no result,,,,,
64865,01-02-2004,2003/04,male,West Indies tour of South Africa,ODI,2094,4,Centurion,SuperSport Park,South Africa,West Indies,['RS Madugalle'],,['IL Howell'],Aleem Dar,BG Jerling,"['GC Smith', 'HH Gibbs', 'RJ Peterson', 'JH Kallis', 'HH Dippenaar', 'L Klusener', 'SM Pollock', 'JA Rudolph', 'MV Boucher', 'A Nel', 'M Ntini']","['CH Gayle', 'S Chanderpaul', 'RL Powell', 'RR Sarwan', 'BC Lara', 'DR Smith', 'RD Jacobs', 'RO Hurley', 'R Rampaul', 'M Dillon', 'CD Collymore']",South Africa,bat,West Indies,,,wickets,7,,['S Chanderpaul']
65653,01-02-2004,2003/04,male,VB Series,ODI,2093,11,Perth,W.A.C.A. Ground,India,Australia,['CH Lloyd'],,['SJA Taufel'],DJ Harper,SA Bucknor,"['V Sehwag', 'SR Tendulkar', 'VVS Laxman', 'R Dravid', 'SC Ganguly', 'Yuvraj Singh', 'RS Gavaskar', 'AB Agarkar', 'IK Pathan', 'M Kartik', 'L Balaji']","['AC Gilchrist', 'ML Hayden', 'DR Martyn', 'MJ Clarke', 'A Symonds', 'SM Katich', 'MEK Hussey', 'B Lee', 'JN Gillespie', 'BA Williams', 'AJ Bichel']",India,bat,Australia,,,wickets,5,,['AC Gilchrist']
65655,06-02-2004,2003/04,male,VB Series,ODI,2097,Final,Melbourne,Melbourne Cricket Ground,India,Australia,['CH Lloyd'],,['DJ Harper'],SJA Taufel,SA Bucknor,"['V Sehwag', 'SR Tendulkar', 'VVS Laxman', 'R Dravid', 'SC Ganguly', 'Yuvraj Singh', 'HK Badani', 'AB Agarkar', 'IK Pathan', 'A Kumble', 'L Balaji']","['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'A Symonds', 'MJ Clarke', 'SM Katich', 'B Lee', 'JN Gillespie', 'BA Williams', 'IJ Harvey']",India,bat,Australia,,,wickets,7,,['RT Ponting']
65656,08-02-2004,2003/04,male,VB Series,ODI,2098,Final,Sydney,Sydney Cricket Ground,Australia,India,['CH Lloyd'],,['SJA Taufel'],DJ Harper,RE Koertzen,"['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'A Symonds', 'MJ Clarke', 'SM Katich', 'IJ Harvey', 'B Lee', 'JN Gillespie', 'BA Williams']","['V Sehwag', 'SR Tendulkar', 'VVS Laxman', 'SC Ganguly', 'R Dravid', 'Yuvraj Singh', 'HK Badani', 'IK Pathan', 'M Kartik', 'L Balaji', 'A Nehra']",Australia,bat,Australia,,,runs,208,,['ML Hayden']
64870,20-02-2004,2003/04,male,Australia tour of Sri Lanka,ODI,2102,1,Dambulla,Rangiri Dambulla International Stadium,Australia,Sri Lanka,['MJ Procter'],,['PT Manuel'],EAR de Silva,BF Bowden,"['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'MG Bevan', 'A Symonds', 'MJ Clarke', 'GB Hogg', 'B Lee', 'JN Gillespie', 'BA Williams']","['ST Jayasuriya', 'RS Kaluwitharana', 'MS Atapattu', 'KC Sangakkara', 'DPMD Jayawardene', 'TM Dilshan', 'UDU Chandana', 'WPUJC Vaas', 'HDPK Dharmasena', 'KMDN Kulasekara', 'M Muralitharan']",Australia,bat,Australia,,,runs,84,,['GB Hogg']
